交易序號,信用卡ID,客戶ID,刷卡日期,刷卡產品產業分類,刷卡類型,刷卡金額,刷卡地點
15027,11774,8032,11/28/11,15_休閒文化,一般消費,1062,國外
15032,11921,17157,11/28/11,13_交通(含加值),一般消費,1445,國內
15033,12077,6118,11/28/11,13_交通(含加值),一般消費,1444,國內
15040,12956,14127,11/28/11,12_量販超市,一般消費,6502,國內
15041,12989,3044,11/28/11,06_公用事業,一般消費,20,國內
15042,12989,3044,11/28/11,06_公用事業,一般消費,20,國內
15043,12989,3044,11/28/11,06_公用事業,一般消費,30,國內
15047,13327,605,11/28/11,06_公用事業,一般消費,20,國內
15048,13327,605,11/28/11,06_公用事業,一般消費,30,國內
15049,13327,605,11/28/11,06_公用事業,一般消費,30,國內
15050,13327,605,11/28/11,06_公用事業,一般消費,70,國內
15055,14229,4210,11/28/11,12_量販超市,一般消費,1423,國內
15062,15130,5978,11/28/11,13_交通(含加值),一般消費,133,國內
15066,15489,12967,11/28/11,12_量販超市,一般消費,1932,國內
15067,15713,15195,11/28/11,12_量販超市,一般消費,5386,國內
15080,17706,10121,11/28/11,13_交通(含加值),一般消費,163,國內
15096,6847,5287,11/29/11,15_休閒文化,一般消費,1450,國內
15102,7051,16697,11/29/11,12_量販超市,一般消費,311,國內
15113,12077,6118,11/29/11,13_交通(含加值),一般消費,4910,國內
15117,12989,3044,11/29/11,06_公用事業,一般消費,20,國內
15118,12989,3044,11/29/11,06_公用事業,一般消費,90,國內
15119,13320,4874,11/29/11,07_百貨,一般消費,250,國內
15120,13327,605,11/29/11,06_公用事業,一般消費,10,國內
15154,6448,15195,11/30/11,09_餐飲,一般消費,770,國內
15155,6448,15195,11/30/11,11_3C居家電信,一般消費,1199,國內
15156,6448,15195,11/30/11,11_3C居家電信,一般消費,1673,國內
15157,6826,13687,11/30/11,12_量販超市,一般消費,1483,國內
15173,11774,8032,11/30/11,13_交通(含加值),一般消費,200,國內
15182,12754,3405,11/30/11,13_交通(含加值),一般消費,838,國內
15184,12989,3044,11/30/11,06_公用事業,一般消費,10,國內
15186,13327,605,11/30/11,06_公用事業,一般消費,10,國內
15187,13327,605,11/30/11,06_公用事業,一般消費,40,國內
15188,13327,605,11/30/11,06_公用事業,一般消費,50,國內
15193,14636,13687,11/30/11,13_交通(含加值),一般消費,1000,國內
15198,15473,6161,11/30/11,11_3C居家電信,一般消費,340,國內
15205,17660,2762,11/30/11,07_百貨,一般消費,1500,國內
15206,17660,2762,11/30/11,07_百貨,一般消費,3645,國內
15212,18653,9051,11/30/11,13_交通(含加值),一般消費,60,國內
15215,1431,5287,12/1/11,X2.中信錢加值,一般消費,500,國內
15221,9556,17027,12/1/11,13_交通(含加值),一般消費,11000,國內
15223,10646,19639,12/1/11,13_交通(含加值),一般消費,1277,國內
15226,11774,8032,12/1/11,13_交通(含加值),一般消費,200,國內
15227,11774,8032,12/1/11,15_休閒文化,一般消費,1062,國外
15232,13327,605,12/1/11,06_公用事業,一般消費,210,國內
15236,14229,4210,12/1/11,12_量販超市,一般消費,1313,國內
15246,15489,12967,12/1/11,12_量販超市,一般消費,2952,國內
15249,17660,2762,12/1/11,11_3C居家電信,一般消費,1398,國內
15254,18653,9051,12/1/11,11_3C居家電信,一般消費,17910,國內
15267,10976,2955,12/2/11,13_交通(含加值),一般消費,1390,國內
15270,11921,17157,12/2/11,13_交通(含加值),一般消費,267,國內
15275,15180,920,12/2/11,13_交通(含加值),一般消費,2170,國內
15285,17660,2762,12/2/11,12_量販超市,一般消費,687,國內
15286,17660,2762,12/2/11,09_餐飲,一般消費,1098,國內
15287,17706,10121,12/2/11,11_3C居家電信,一般消費,199,國內
15295,1431,5287,12/5/11,09_餐飲,一般消費,260,國內
15296,1431,5287,12/5/11,07_百貨,一般消費,394,國內
15297,1431,5287,12/5/11,15_休閒文化,一般消費,598,國內
15307,6847,5287,12/5/11,09_餐飲,一般消費,14700,國內
15311,7051,16697,12/5/11,13_交通(含加值),一般消費,98,國內
15312,7051,16697,12/5/11,14_旅遊,一般消費,14960,國內
15313,7582,13546,12/5/11,09_餐飲,一般消費,2064,國內
15315,8775,10195,12/5/11,07_百貨,一般消費,1325,國內
15327,10102,6256,12/5/11,12_量販超市,一般消費,1516,國內
15335,11130,19504,12/5/11,09_餐飲,一般消費,155,國內
15336,11130,19504,12/5/11,09_餐飲,一般消費,174,國內
15337,11130,19504,12/5/11,07_百貨,一般消費,690,國內
15345,11518,5020,12/5/11,12_量販超市,一般消費,1200,國內
15349,11774,8032,12/5/11,13_交通(含加值),一般消費,250,國內
15352,12077,6118,12/5/11,13_交通(含加值),一般消費,1500,國內
15361,12820,1896,12/5/11,13_交通(含加值),一般消費,500,國內
15363,12989,3044,12/5/11,06_公用事業,一般消費,10,國內
15364,12989,3044,12/5/11,06_公用事業,一般消費,20,國內
15365,12989,3044,12/5/11,06_公用事業,一般消費,20,國內
15366,12989,3044,12/5/11,06_公用事業,一般消費,20,國內
15369,13320,4874,12/5/11,13_交通(含加值),一般消費,126,國內
15370,13327,605,12/5/11,06_公用事業,一般消費,10,國內
15371,13327,605,12/5/11,06_公用事業,一般消費,10,國內
15372,13327,605,12/5/11,06_公用事業,一般消費,10,國內
15373,13327,605,12/5/11,06_公用事業,一般消費,90,國內
15374,13327,605,12/5/11,06_公用事業,一般消費,130,國內
15375,13327,605,12/5/11,06_公用事業,一般消費,160,國內
15381,14554,89,12/5/11,12_量販超市,一般消費,1479,國內
15388,16097,8927,12/5/11,14_旅遊,一般消費,15900,國內
15392,16711,5196,12/5/11,12_量販超市,一般消費,977,國內
15400,17549,5969,12/5/11,13_交通(含加值),一般消費,988,國內
15401,17706,10121,12/5/11,15_休閒文化,一般消費,265,國內
15406,18653,9051,12/5/11,11_3C居家電信,一般消費,17910,國內
15414,6448,15195,12/6/11,09_餐飲,一般消費,1835,國內
15417,6826,13687,12/6/11,12_量販超市,一般消費,1896,國內
15428,9338,10195,12/6/11,05_捐贈,一般消費,300,國內
15429,10102,6256,12/6/11,06_公用事業,一般消費,411,國內
15431,10646,19639,12/6/11,06_公用事業,一般消費,1416,國內
15436,11774,8032,12/6/11,13_交通(含加值),一般消費,250,國內
15439,12989,3044,12/6/11,06_公用事業,一般消費,20,國內
15475,6619,19859,12/7/11,07_百貨,一般消費,198,國內
15483,8088,15580,12/7/11,11_3C居家電信,一般消費,664,國內
15490,10102,6256,12/7/11,14_旅遊,一般消費,5000,國內
15493,10646,19639,12/7/11,11_3C居家電信,一般消費,841,國內
15494,10740,17190,12/7/11,03_保險,一般消費,9052,國外
15503,11774,8032,12/7/11,13_交通(含加值),一般消費,300,國內
15504,11921,17157,12/7/11,08_精品,一般消費,390,國內
15506,12596,4493,12/7/11,13_交通(含加值),一般消費,1462,國內
15510,14229,4210,12/7/11,12_量販超市,一般消費,32,國內
15511,14229,4210,12/7/11,12_量販超市,一般消費,1323,國內
15523,17706,10121,12/7/11,13_交通(含加值),一般消費,163,國內
15524,17706,10121,12/7/11,03_保險,一般消費,176,國內
15533,6619,19859,12/8/11,12_量販超市,一般消費,519,國內
15534,6847,5287,12/8/11,12_量販超市,一般消費,199,國內
15535,6847,5287,12/8/11,10_藥妝,一般消費,1900,國內
15538,7051,16697,12/8/11,12_量販超市,一般消費,296,國內
15556,15130,5978,12/8/11,13_交通(含加值),一般消費,130,國內
15566,17549,5969,12/8/11,13_交通(含加值),一般消費,215,國內
15570,1431,5287,12/9/11,15_休閒文化,一般消費,695,國內
15578,8905,89,12/9/11,13_交通(含加值),一般消費,1411,國內
15592,12797,19483,12/9/11,11_3C居家電信,一般消費,755,國內
15593,12820,1896,12/9/11,10_藥妝,一般消費,135,國內
15594,12820,1896,12/9/11,13_交通(含加值),一般消費,500,國內
15596,13327,605,12/9/11,06_公用事業,一般消費,180,國內
15598,14636,13687,12/9/11,13_交通(含加值),一般消費,1000,國內
15599,16097,8927,12/9/11,14_旅遊,一般消費,4900,國內
15600,16285,6527,12/9/11,09_餐飲,一般消費,260,國內
15606,17681,7327,12/9/11,12_量販超市,一般消費,2072,國內
15612,1431,5287,12/12/11,X2.中信錢加值,一般消費,500,國內
15619,6619,19859,12/12/11,09_餐飲,一般消費,1000,國內
15620,6826,13687,12/12/11,07_百貨,一般消費,585,國內
15621,6826,13687,12/12/11,07_百貨,一般消費,1149,國內
15622,6826,13687,12/12/11,07_百貨,一般消費,7329,國內
15623,6826,13687,12/12/11,07_百貨,分期消費,17622,國內
15624,6826,13687,12/12/11,07_百貨,分期消費,46230,國內
15626,7051,16697,12/12/11,15_休閒文化,一般消費,462,國內
15627,7051,16697,12/12/11,13_交通(含加值),一般消費,1800,國內
15632,8225,6143,12/12/11,15_休閒文化,一般消費,1500,國內
15633,8225,6143,12/12/11,11_3C居家電信,一般消費,1990,國內
15639,9387,16756,12/12/11,11_3C居家電信,一般消費,519,國外
15645,9691,9209,12/12/11,11_3C居家電信,一般消費,419,國內
15648,10102,6256,12/12/11,14_旅遊,一般消費,27800,國內
15655,10646,19639,12/12/11,11_3C居家電信,一般消費,249,國內
15656,10646,19639,12/12/11,11_3C居家電信,一般消費,1470,國內
15657,10646,19639,12/12/11,11_3C居家電信,一般消費,4288,國內
15669,12596,4493,12/12/11,13_交通(含加值),一般消費,1451,國內
15671,12754,3405,12/12/11,13_交通(含加值),一般消費,851,國內
15672,12797,19483,12/12/11,15_休閒文化,一般消費,460,國內
15676,12989,3044,12/12/11,06_公用事業,一般消費,10,國內
15677,12989,3044,12/12/11,06_公用事業,一般消費,20,國內
15678,12989,3044,12/12/11,06_公用事業,一般消費,20,國內
15681,13231,3359,12/12/11,12_量販超市,一般消費,3568,國內
15682,13327,605,12/12/11,06_公用事業,一般消費,140,國內
15684,13513,9125,12/12/11,11_3C居家電信,一般消費,290,國內
15688,13780,12964,12/12/11,12_量販超市,一般消費,479,國內
15689,13780,12964,12/12/11,12_量販超市,一般消費,2786,國內
15691,14229,4210,12/12/11,12_量販超市,一般消費,15,國內
15692,14229,4210,12/12/11,12_量販超市,一般消費,1029,國內
15693,14554,89,12/12/11,12_量販超市,一般消費,1016,國內
15697,15180,920,12/12/11,13_交通(含加值),一般消費,2250,國內
15706,17660,2762,12/12/11,10_藥妝,一般消費,524,國內
15707,17706,10121,12/12/11,13_交通(含加值),一般消費,2200,國內
15711,18345,10699,12/12/11,06_公用事業,一般消費,1826,國內
15715,7051,16697,12/13/11,13_交通(含加值),一般消費,500,國內
15717,8808,261,12/13/11,13_交通(含加值),一般消費,1344,國內
15737,12989,3044,12/13/11,06_公用事業,一般消費,20,國內
15760,6619,19859,12/14/11,12_量販超市,一般消費,747,國內
15762,6735,9988,12/14/11,07_百貨,一般消費,563,國內
15763,6826,13687,12/14/11,07_百貨,一般消費,789,國內
15764,6826,13687,12/14/11,12_量販超市,一般消費,2210,國內
15767,7051,16697,12/14/11,10_藥妝,一般消費,1600,國內
15769,8006,867,12/14/11,12_量販超市,一般消費,108,國內
15770,8006,867,12/14/11,10_藥妝,一般消費,299,國內
15771,8225,6143,12/14/11,10_藥妝,一般消費,517,國內
15784,12797,19483,12/14/11,08_精品,一般消費,1780,國內
15785,12989,3044,12/14/11,06_公用事業,一般消費,30,國內
15786,12989,3044,12/14/11,16_無店舖,一般消費,184,國內
15788,13327,605,12/14/11,06_公用事業,一般消費,10,國內
15808,18174,1747,12/14/11,03_保險,一般消費,1197,國內
15815,10102,6256,12/15/11,14_旅遊,一般消費,980,國內
15816,10740,17190,12/15/11,10_藥妝,一般消費,280,國內
15817,10740,17190,12/15/11,10_藥妝,一般消費,410,國內
15832,15180,920,12/15/11,16_無店舖,一般消費,1310,國內
15848,6448,15195,12/16/11,07_百貨,一般消費,599,國內
15849,6577,4874,12/16/11,03_保險,一般消費,7483,國內
15850,8006,867,12/16/11,13_交通(含加值),一般消費,500,國內
15858,10745,106,12/16/11,13_交通(含加值),一般消費,500,國內
15869,12820,1896,12/16/11,13_交通(含加值),一般消費,500,國內
15870,12820,1896,12/16/11,13_交通(含加值),一般消費,500,國內
15875,14411,1314,12/16/11,15_休閒文化,分期消費,11880,國內
15876,15130,5978,12/16/11,13_交通(含加值),一般消費,140,國內
15877,16285,6527,12/16/11,09_餐飲,一般消費,280,國內
15891,6847,5287,12/19/11,11_3C居家電信,一般消費,179,國內
15897,7051,16697,12/19/11,14_旅遊,一般消費,1399,國內
15898,7051,16697,12/19/11,14_旅遊,一般消費,1399,國內
15901,8225,6143,12/19/11,10_藥妝,一般消費,229,國內
15902,8775,10195,12/19/11,07_百貨,一般消費,1440,國內
15903,8775,10195,12/19/11,07_百貨,一般消費,3317,國內
15904,8775,10195,12/19/11,07_百貨,一般消費,4186,國內
15905,8775,10195,12/19/11,07_百貨,一般消費,5016,國內
15914,10646,19639,12/19/11,13_交通(含加值),一般消費,1346,國內
15918,11130,19504,12/19/11,09_餐飲,一般消費,738,國內
15919,11167,14466,12/19/11,03_保險,一般消費,35978,國內
15925,11774,8032,12/19/11,13_交通(含加值),一般消費,704,國內
15926,11921,17157,12/19/11,12_量販超市,一般消費,750,國內
15927,11921,17157,12/19/11,13_交通(含加值),一般消費,1449,國內
15928,12077,6118,12/19/11,13_交通(含加值),一般消費,1731,國內
15935,12596,4493,12/19/11,13_交通(含加值),一般消費,430,國內
15936,12596,4493,12/19/11,13_交通(含加值),一般消費,726,國內
15937,12596,4493,12/19/11,13_交通(含加值),一般消費,1097,國內
15941,12797,19483,12/19/11,10_藥妝,一般消費,295,國內
15942,12797,19483,12/19/11,15_休閒文化,一般消費,480,國內
15945,12989,3044,12/19/11,06_公用事業,一般消費,15,國內
15946,12989,3044,12/19/11,06_公用事業,一般消費,20,國內
15947,12989,3044,12/19/11,06_公用事業,一般消費,20,國內
15948,12989,3044,12/19/11,06_公用事業,一般消費,120,國內
15949,12989,3044,12/19/11,12_量販超市,一般消費,1247,國內
15950,12989,3044,12/19/11,12_量販超市,一般消費,3721,國內
15952,13327,605,12/19/11,06_公用事業,一般消費,10,國內
15953,13327,605,12/19/11,06_公用事業,一般消費,30,國內
15954,13327,605,12/19/11,06_公用事業,一般消費,30,國內
15955,13327,605,12/19/11,06_公用事業,一般消費,90,國內
15963,14229,4210,12/19/11,12_量販超市,一般消費,2273,國內
15964,14554,89,12/19/11,12_量販超市,一般消費,1615,國內
15969,15180,920,12/19/11,13_交通(含加值),一般消費,2209,國內
15971,15489,12967,12/19/11,12_量販超市,一般消費,4285,國內
15980,17200,15353,12/19/11,15_休閒文化,一般消費,852,國內
15981,17706,10121,12/19/11,13_交通(含加值),一般消費,150,國內
15992,6619,19859,12/20/11,07_百貨,一般消費,1190,國內
15993,6619,19859,12/20/11,03_保險,一般消費,5852,國內
15996,7414,106,12/20/11,10_藥妝,一般消費,290,國內
15998,7727,13196,12/20/11,14_旅遊,一般消費,5000,國內
16018,12989,3044,12/20/11,06_公用事業,一般消費,20,國內
16019,13327,605,12/20/11,06_公用事業,一般消費,10,國內
16020,13327,605,12/20/11,06_公用事業,一般消費,60,國內
16022,14411,1314,12/20/11,16_無店舖,分期消費,780,國內
16023,14411,1314,12/20/11,11_3C居家電信,分期消費,12900,國內
16024,14636,13687,12/20/11,13_交通(含加值),一般消費,1000,國內
16026,15250,6527,12/20/11,12_量販超市,一般消費,480,國內
16041,6448,15195,12/21/11,08_精品,一般消費,2220,國內
16047,6619,19859,12/21/11,09_餐飲,一般消費,342,國內
16048,6619,19859,12/21/11,08_精品,一般消費,5289,國內
16049,6826,13687,12/21/11,12_量販超市,一般消費,1498,國內
16059,11130,19504,12/21/11,07_百貨,一般消費,599,國內
16070,12989,3044,12/21/11,06_公用事業,一般消費,20,國內
16073,13327,605,12/21/11,06_公用事業,一般消費,100,國內
16078,15473,6161,12/21/11,12_量販超市,一般消費,298,國內
16082,16285,6527,12/21/11,07_百貨,一般消費,224,國內
16089,17549,5969,12/21/11,15_休閒文化,一般消費,190,國內
16094,18375,1250,12/21/11,09_餐飲,一般消費,1238,國內
16095,18653,9051,12/21/11,10_藥妝,一般消費,138,國內
16096,18653,9051,12/21/11,10_藥妝,一般消費,149,國內
16099,1431,5287,12/22/11,X2.中信錢加值,一般消費,500,國內
16103,6619,19859,12/22/11,09_餐飲,一般消費,1584,國內
16104,8006,867,12/22/11,09_餐飲,一般消費,170,國內
16105,8225,6143,12/22/11,10_藥妝,一般消費,340,國內
